Date,BCOMTR Index,LBUSTRUU Index,RU20INTR Index,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5TELS Index,S5UTIL Index,SPXT Index
1990/1/19,0.002528661,0.002414202,0.005042931,0.004312419,-0.000681896,0.012662007,-0.002363574,0.003977843,0.004625859,-0.006547416,-0.003583995,0.005624498,0.0009119,0.00288537
1990/1/22,-0.002534094,0.000234421,-0.008735673,-0.015058409,-0.014758634,-0.017743529,-0.016135892,-0.015934783,-0.013238377,-0.012121414,-0.016510197,-0.019238182,-0.007474085,-0.015071169
1990/1/23,-0.00181615,0.001014353,-0.004271139,0.001284129,0.002969694,0.00513001,-0.004591113,0.002329307,0.003050897,0.009316838,0.006818518,0.009618179,0.004299761,0.003710997
1990/1/24,-0.001731792,-0.004038152,-0.014070698,-0.008766877,-0.007352974,0.000116286,-0.008665565,-0.000436332,-0.001801677,0.002161495,-0.008598975,-0.000450552,-0.005737133,-0.022475407
1990/1/25,0.005467746,-0.001630034,-0.001454407,-0.01027124,-0.022928224,-0.007586847,-0.009473218,-0.016131747,-0.013546747,-0.009919486,-0.016725803,-0.009508788,-0.010950523,0.005923188
1990/1/26,0.004244207,-0.003651736,-0.008442764,0.001261654,-0.003421885,0.006074075,-0.005580044,-0.001775674,0.001685867,0.000778513,0.00167131,-0.018250148,0.007038638,-0.000742052
1990/1/29,0.001756214,0.000590519,-0.006199388,-0.003047599,-0.000208354,0.004754085,-0.004694972,-0.000941355,-0.003658502,8.9853E-05,-0.00225402,0.000668384,-0.00107292,-0.000956861
1990/1/30,-0.006677147,-0.001329855,-0.014927852,-0.009373557,-0.007426898,0.002883342,-0.011647138,-0.008042939,-0.006803712,-0.001401542,-0.004620886,-0.019511104,-0.001965348,-0.006570571
1990/1/31,0.001460344,0.00439202,0.004527444,0.021739011,0.023894068,0.016108191,0.022279252,0.01351673,0.016083868,0.015770271,0.010610179,0.025854474,0.018973955,0.018708126
1990/2/1,0.000997102,0.001374921,0.006899901,-0.003321987,-0.000177541,-0.000113334,-0.001175779,0.005443992,0.000139948,-0.00368834,-0.00403535,-0.001495714,-0.001219884,-0.000734858
1990/2/2,0.008320543,-0.002598661,0.010445587,0.008203509,0.00707717,0.007452609,0.003083476,0.010654702,0.005164363,0.004761548,0.004174209,0.008484343,0.003249724,0.00659436
1990/2/5,-0.003910697,-0.000235701,0.003337004,0.001679084,0.000610414,0.001427159,0.002449445,-0.000838806,0.0013648,0.006597355,0.001441175,0.003548488,-0.001171928,0.002039709
1990/2/6,0.000566794,-0.00140462,0.000385423,-0.00749038,-0.006892313,-0.006304197,-0.008650446,-0.010082646,-0.003757049,0.00453447,-0.006252191,-0.015436817,-0.003358269,-0.006261163
1990/2/7,0.000564162,0.000510999,0.00849926,0.017968943,0.011285607,0.017796653,0.010400738,0.010228026,0.009849563,0.02266386,0.008189372,0.004254592,0.006806548,0.012538998
1990/2/8,-0.00192964,0.001811941,0.00240426,-0.005204021,-0.002282104,0.0077357,-0.007753678,-0.003640869,-0.000276129,-0.001327728,-0.004711108,-0.008295934,-0.002737367,-0.002311238
1990/2/9,-0.000452871,0.005187947,0.003101722,0.003846743,0.001229472,0.000880282,0.000587285,-0.001021823,0.002895555,0,0.005402049,-0.000347162,0.005568225,0.002450299
1990/2/12,0.003889668,-0.000864681,-0.002154008,-0.005394633,-0.007137943,-0.006770642,-0.004082034,-0.004571419,-0.007198974,-0.008154194,-0.00617407,-0.005775566,-0.005564159,-0.005955362
1990/2/13,0.002652345,0.003980382,-0.001813341,0.002103493,-0.001956774,0.005438113,0.00265722,0,0.00361815,0.011758713,0.000139616,0.002335358,0.004779589,0.003142098
1990/2/14,0.003969945,0.000101204,0.000725731,0.003539084,0.000534045,-0.000775065,0.00822204,0.004992668,0.0006943,0.005165682,0.00404041,0.005582708,0.001925709,0.003048484
1990/2/15,0.005748233,-0.003776794,0.006109592,0.007204479,0.007800075,0.017785077,0.016675511,0.011215615,0.005813165,0.001618004,0.003608609,0.007510579,0.001618778,0.008702598
1990/2/16,-0.000370592,0.000989936,0.000588051,-0.009955521,-0.006021981,-0.0029423,0.003301991,-0.01194827,-0.005813165,-0.014209831,0.002352454,-0.014143524,-0.005982274,-0.006220342
1990/2/20,0.000238712,-0.003845683,-0.004419076,-0.007552117,-0.007337283,-0.004714947,-0.008747422,-0.006714481,-0.007129996,-0.006527214,-0.005978937,-0.011694367,-0.005727791,-0.007125945
1990/2/21,0.000205677,0.000383421,-0.005236769,0.002937565,-0.005241765,0.001541172,0.002185475,-0.008204715,-0.00028165,0.007223508,-0.004767255,-0.004672066,-0.002368815,-0.000961158
1990/2/22,0.003264703,0.004106154,0.004815773,-0.006003572,-0.005633818,-0.015519655,0.000145529,-0.01448426,-0.001691571,-0.010248771,-0.000421733,0.002039226,-0.007971469,-0.005928675
1990/2/23,-0.002011104,0.000203593,-0.007569826,-0.005498396,-0.00548247,-0.00616352,-0.001164822,-0.017631733,-0.000705667,-0.007450806,-0.003098158,-0.000959118,-0.000935892,-0.004505411
1990/2/26,0.000384459,0.002184908,-0.000846849,0.00998146,0.006313352,0.008823529,0.008682123,0.007100477,0.007450829,0.009265775,0.00526894,0.010295392,0.004666207,0.00815929
1990/2/27,-0.005360206,0.002203062,0.003143232,0.008510359,0.002172733,-0.002216559,0.001720677,0.005333346,0.011501547,0.002699867,0.003070055,0.010898333,-0.00020642,0.005003243
1990/2/28,0.003321392,-0.004029964,0.006333508,0.005608481,0.002709295,-0.003556745,0.006568637,0.000911439,0.007002157,0.011615916,0.009292072,0.008241008,0.005661072,0.005145713
1990/3/1,-0.004516968,-0.003256089,0.001834968,0.003199828,-0.005425949,-0.000891166,0.001990616,0.010422268,0.005185601,-0.002371777,0.008111683,0.007370758,-0.003083884,0.002674245
1990/3/2,0.008852974,0.002087152,0.007135752,0.012664446,0.002173914,0.006332299,0.007641186,0.009570882,0.007998416,0.014147009,0.008318041,0.011182225,0.004007198,0.008393982
1990/3/5,0.00684696,-0.002427298,0.000240786,-0.00088822,-0.000731816,-0.004299744,-0.007701395,-0.00491879,-0.003440342,-0.000591677,-0.003223452,-0.002363234,-0.003980308,-0.002890071
1990/3/6,-0.00396368,0.002804765,0.007082249,0.013479884,0.017779044,0.013739828,0.008959741,0.012678222,0.010673613,0.00976613,0.011405419,0.013916613,0.009045184,0.012563533
1990/3/7,-0.004511546,0.000814457,0.002987797,-0.004675733,0.00248889,-0.001541851,-0.005110018,-0.002968683,-0.000806669,0.0031861,-0.005550681,-0.008575995,-0.008219506,-0.002878962
1990/3/8,0.002277443,0.000686682,0.007216468,0.014167126,0.012703064,0.001321732,0.009207516,0.006224086,0.009370885,0.017060123,0.011741818,0.01261278,0.004837142,0.009836414
1990/3/9,-0.00755959,-0.003310587,0.000391116,-0.002732622,-0.010929071,-0.012293194,-0.00892294,-0.004145084,-0.003604089,-0.003274724,-0.008759574,-0.007075104,-0.008661634,-0.006464746
1990/3/12,-0.002604138,0.000588788,0.000483583,0.001967115,0.002858175,0.000257286,0.000574682,-0.000685587,-0.000308909,0.002874643,0.003039718,0.002402518,0.000478137,0.001294119
1990/3/13,-0.00155327,-0.003625042,-0.000576932,-0.003504213,-0.006724499,-0.009850091,-0.008420802,-0.018285881,-0.005097261,-0.006263366,-0.011102199,-0.007208862,-0.007791033,-0.007867257
1990/3/14,7.07074E-05,0.004210962,0.004439375,0.002933603,0.004959273,0.007843177,-0.000143338,0.003020694,0.005498572,-0.000714235,0.00054444,-0.006009429,0.001667188,0.002611003
1990/3/15,0.013271351,-0.00028018,0.002960991,0.001490585,0.003351269,0.004787628,-0.001290971,0.011247026,-0.000401311,0.007119495,0.007050877,0.004425539,0.002080084,0.003589291
1990/3/16,-0.005248959,0.003686992,0.005803954,0.008489961,0.014509476,0.012253838,0.001147612,0.010531878,0.012234195,0.020503457,0.013954339,0.015281196,0.003319161,0.011313384
1990/3/19,-0.001017852,0.000468724,0.000773793,0.001092477,0.005584088,-0.001077915,-0.001574856,0.002974068,0.005392642,0.010261093,0.003451457,0.002953862,-0.00149658,0.002756895
1990/3/20,-0.004283917,0.002684565,-0.001413739,-0.005363561,0.000171866,-0.009609617,-0.008953128,-0.007514955,-0.001834863,-0.010294511,-0.00837938,-0.005897096,-0.003015339,-0.005667878
1990/3/21,0.004112776,-0.000885616,-0.000514583,-0.005834758,-0.002064339,-0.007687632,-0.006840868,-0.006380317,-0.004601941,-0.008173489,-0.006297334,-0.004137551,-0.001563233,-0.005346373
1990/3/22,0.000910903,0.000784443,-0.009011233,-0.014213734,-0.012127661,-0.008310919,-0.017384056,-0.011076299,-0.011265112,-0.014148867,-0.012306599,-0.0094574,-0.010695289,-0.011990289
1990/3/23,0.002526693,0.001011276,0.005770634,0.003077032,0.008504781,0.002365532,0.005335717,0.008542577,0.006509488,-0.002542733,0.002039014,0.007550608,0.000948317,0.004561199
1990/3/26,-0.003749075,0.001020337,0.000776759,0.002888466,0.002489226,-0.000454888,0.000341274,0.001806506,0.001069309,-0.00147179,-0.002278139,0,-0.000304109,0.001059489
1990/3/27,-0.001558834,-0.000782265,0.001729754,0.010963947,0.014351861,0.009860024,0.007652723,0.016817036,0.012739026,0.004950855,0.006658086,0.017693668,0.008290094,0.011427452
1990/3/28,-0.000978641,0.001084914,-0.00163767,-0.001732731,-0.000509035,0.003117001,0.005118093,0.003504676,-0.000261028,-0.005518231,0.003919718,0.007472562,0.000835684,0.001486828
1990/3/29,0.004899538,-0.003764389,-0.001861735,-0.007548151,-0.003400207,-0.000555895,-0.004824923,-0.002627355,-0.005103721,-0.000567698,-0.002295902,-0.002740779,-0.001776663,-0.003544999
1990/3/30,0.007877001,-0.002610537,0.00188015,-0.004492092,-0.001875054,0.00166676,-0.002935566,-0.005128592,-0.001444233,-0.005409266,-0.005287073,-0.002638234,0.001045478,-0.00238845
1990/4/2,0.001006854,0.000644332,-0.004793708,-0.002541126,-0.000394163,-0.000641358,-0.004601104,-0.001868999,-0.003729027,-0.000164839,-0.00228031,-0.002164748,-0.002236506,-0.002011675
1990/4/3,0.007373747,0.000988155,0.006533491,0.014613528,0.021284587,0.016425437,0.011930328,0.016517221,0.011569942,0.014317347,0.011667477,0.015023036,0.007940696,0.014644642
1990/4/4,-0.004188352,0.004371619,-0.003011577,-0.005237273,-0.004858852,-0.013761433,-0.006905192,-0.004358571,-0.006162742,-0.005504213,-0.008941937,-0.012485104,-0.005321659,-0.007011328
1990/4/5,-0.003182025,-0.000201735,-0.000314614,0.000322692,0.005193076,-0.00221951,-0.011118638,0.003488376,0.000394503,-0.01024191,-0.00272554,0.003410532,-0.004614102,-0.001028862
1990/4/6,-0.00025954,0.000504261,-0.002353487,-0.002356902,0.002836408,-0.00200178,-0.013054428,0.001015155,0.000394348,-0.009481467,-0.000272963,-0.000329544,-0.000946422,-0.001816629
1990/4/9,-0.006810523,-0.000393067,-0.003104012,0.001852614,0.007264768,-0.001544579,0.006761837,0.005662791,0.000758275,-0.00075051,-0.000473044,0.002342195,6.07385E-05,0.002205032
1990/4/10,-0.001828875,0,0.002998671,0.000563267,0.005741957,-0.008857057,0.010247361,0.003724933,0.002228778,0.012781103,0.001774381,0.002404373,-0.004745092,0.002052557
1990/4/11,0.003006143,0.000176551,0.001245249,0.003338854,-0.001801065,-0.015319449,0.00633333,0.00142898,0.001439508,0.007392698,-0.001637778,-0.000327529,0.000422699,-0.000431767
1990/4/12,-0.004744795,-0.001186015,0.002597019,0.008067567,0.008160646,0.00887984,0.011532133,0.00753969,0.008593803,0.002263725,0.003545136,0.00457567,0.001372539,0.007127231
1990/4/16,0.00298416,-0.000101008,-0.000176029,0.000118377,-0.000243883,0.001132119,-0.000362976,-0.002771271,0.001747235,0.00645895,-0.002045829,0.001573608,0.000421852,0.000629394
1990/4/17,-0.000512836,-0.004175688,-0.002022095,-0.00335361,0.000162615,0.004062752,0.004926118,0.001566394,-0.000516929,-0.004194051,-0.001230769,-0.00206085,-0.001476949,-0.000160608
1990/4/18,-0.005295744,-0.005926433,-0.005194527,-0.010101706,-0.012928746,-0.009732988,-0.01221478,-0.008000043,-0.010395104,-0.015672753,-0.010454015,-0.019183926,-0.008162445,-0.011496701
1990/4/19,0.013652058,-0.000204108,-0.003440606,-0.006678981,-0.016776409,0.000341122,-0.010589892,-0.009366738,-0.00681523,-0.00599488,-0.010005642,-0.008000932,-0.004587409,-0.007747657
1990/4/20,-0.00164562,-0.000995622,-0.004486796,-0.008634897,-0.010439563,-0.001820665,-0.015497255,-0.00872479,-0.007126861,-0.001576044,-0.014348256,-0.011896886,-0.013239524,-0.008798796
1990/4/23,0.002838496,-0.000634443,-0.005555948,-0.008450267,-0.003332195,-0.008011985,-0.008120145,-0.007895656,-0.008008188,-0.003820775,-0.008238585,-0.007347359,-0.005531542,-0.006988385
1990/4/24,-0.003875342,-0.001023306,-0.000646118,-0.004273807,0.00288993,-0.000924321,-0.005804201,-0.000888757,-0.00174743,-0.00404976,-0.003166837,-0.004239965,0.000546837,-0.002008425
1990/4/25,-0.001566533,-0.000204787,0.001614512,0.003989748,0.00676707,0.004958211,0.003059042,0.003993202,0.005634574,0.006932437,0.006323677,0.0058396,0.001966139,0.005152425
1990/4/26,0.004252098,-0.002922779,0.000853688,-0.003227443,0.005548564,0.001034661,-0.001222494,0.013196672,0.003072199,-0.000431872,0.009836846,0.002850142,-0.002075483,0.002829484
1990/4/27,0.003786652,0.000616032,-0.005991174,-0.014040322,-0.014865139,-0.008770974,-0.010761057,-0.010101835,-0.010726839,-0.014065337,-0.008262155,-0.010989122,-0.011658733,-0.011478368
1990/4/30,-0.00055063,0.001065686,0.001199272,0.002603697,0.005086819,0.002337589,0.002582032,0.002458437,0.002330221,0.007871177,0,0.004303416,-0.000191652,0.003113887
1990/5/1,0.008073321,-0.000845579,0.002205869,0.006369732,0.005886822,0.004492319,0.004911752,0.006862844,0.004287252,-0.002451865,-0.000572328,0.005127924,0.005518169,0.004643476
1990/5/2,0.000362093,0.000307566,0.004056724,0.009408722,0.006852204,0.009152335,0.010509578,0.008693187,0.005466316,0.011343362,0.000286205,0.000340928,0.00164953,0.006745948
1990/5/3,-0.010247971,0.002303736,0.004266411,0.000424039,0.001331558,0.005791193,0.000454442,0.001585586,0.003318514,0.005836731,0.007412721,0.003968934,0.005150979,0.0035482
1990/5/4,-0.002077772,0.009643473,0.004267044,0.007248289,0.009601133,0.007220248,0.011743586,0.004885067,0.006209149,0.012133332,0.005806148,0.011477565,0.011520614,0.008883845
1990/5/7,0.005111104,-0.00068754,0.001460155,0.002816623,0.004641942,0.001426037,0.004304749,0.004533433,0.003562732,0.004676885,0.004870813,0.001934606,0.006205458,0.003821037
1990/5/8,-0.00190294,0.001975534,0.000673338,0.001177564,0.005378548,0.000560507,0.005629644,0.007226386,0.005221944,0.002361932,0.005724274,0.007221852,0.006500103,0.004692945
1990/5/9,0.01641554,-0.003167808,0.00093444,0.000866716,0.000162536,0.002015227,0,0.002819683,0.003120127,0.002079435,0.005553256,0.004859203,0.006141485,0.002687162
1990/5/10,0.001135022,0.004154113,0.003673219,0.003416131,-0.00097561,0.003461177,0.003097576,0.007294183,0.000389332,0.008686714,0.000553633,0.003299607,0.001476794,0.002947562
1990/5/11,-0.009364477,0.007780377,0.009410265,0.026466396,0.026171519,0.023789668,0.026307745,0.022798915,0.020039206,0.017555054,0.020136288,0.028042762,0.020655856,0.023743283
1990/5/14,0.003994281,0.001749526,0.002453717,0.005320294,0.003466484,0.005129812,0.007160898,0.003616805,0.00329476,0.003106964,0.005066902,0.007106693,0.000595821,0.004762391
1990/5/15,-0.003851081,-0.001676782,-0.000863249,-0.000642782,-0.000945627,-0.004649411,0.008043506,-0.002582751,-0.003547001,0.005486064,0.000268817,-0.008366477,-0.001548387,-0.001270599
1990/5/16,-0.000496927,-0.000776777,0.001028467,-0.001367633,-0.001578034,-0.000758931,-0.002673987,-0.001089473,-0.00088872,-0.003341579,-0.004039865,0.006994518,0.000413138,-0.000570998
1990/5/17,0.004389798,-0.00030085,0.006513489,0.001027988,0.003468394,0.001517287,0.001408253,0.005300006,-0.000762389,0.003741819,0.003502159,-0.000316874,-0.005695661,0.001375034
1990/5/18,-0.00058302,-0.001957734,0.003186369,0.003217812,-0.000787216,-0.001083541,0,-0.0013563,0.001397269,-0.002136468,0.001477998,0.00263755,-0.001351,0.000492477
1990/5/21,-0.004769732,0.000565426,0.004703789,0.009572473,0.007139587,0.00268521,0.004773857,0.01086736,0.003871172,0.007818724,0.003323667,0.002488713,-0.000961449,0.005568525
1990/5/22,0.00339481,0.004207791,0.003491976,0.000967268,0.006203494,-0.00465092,-0.000279174,0.009939781,0.000378191,0.006178946,0.001600641,-0.003573309,-0.003757049,0.001769299
1990/5/23,-0.014515792,0.001847829,0.003300747,0.004256304,0.007393749,-0.005762451,0.006540064,0.004604968,-0.001135002,0.014443033,-0.002001201,0.000947119,-0.001464895,0.002430881
1990/5/24,0.004706476,0.000299327,0.001699935,-0.000978108,-0.003228041,-0.011404883,0.003323182,0.000656125,0.002142813,0.003353111,-0.002808427,-0.00887486,-0.006091816,-0.002328409
1990/5/25,0.000126171,-0.00262215,-0.004515651,-0.009894458,-0.015829008,-0.011871222,-0.009304977,-0.005261093,-0.008218012,-0.018189406,-0.00820283,-0.014861021,-0.005069719,-0.010299548
1990/5/29,-0.001030462,0.001211304,0.002749252,0.009158434,0.009912048,0.010273199,0.005481218,0.006745796,0.00712182,0.01185519,0.00830228,0.009654148,0.004742369,0.008608847
1990/5/30,-0.003575323,0.002043411,0.002657797,0.001122045,-0.001074032,0.005560719,0.001516928,0.000910332,-0.001753727,0.00140746,-0.002127095,0.002532448,-0.004625744,0.000610376
1990/5/31,-0.01127331,0.000721671,0.001975388,-0.000250432,0.003065606,-0.000326247,0.004399842,0.001039366,0.002629439,-0.001919755,0.000133076,0.00136907,-0.002004114,0.001219636
1990/6/1,-0.005105848,0.007533926,0.005160272,0.008567803,0.011261723,-0.003268333,0.01470815,0.006213612,0.006978221,-0.003850602,0.002126812,0.003362054,0.001687942,0.005419518
1990/6/4,-0.00448308,0.001196139,0.003197609,0.00813234,0.007465466,0.004518416,0.013728719,0.003787378,0.006345748,0.006717313,0.003591972,0.00398299,0.00959607,0.00681307
1990/6/5,0.000815185,-0.002565685,-0.002606645,-0.002578225,-0.001943926,-0.009573615,0.008413353,-0.001154512,-0.001843998,-0.003693096,0.000659587,-0.004489228,0.000414594,-0.001948783
1990/6/6,0.000487184,0.000493913,-0.001270559,-0.002488298,-0.006607623,-0.012097365,-0.008017392,-0.002699057,-0.003204341,0.000382677,-0.002773194,-0.003984069,-0.001036807,-0.00453686
1990/6/7,0.00038705,0.00108575,-0.000812592,-0.005364981,-0.001206091,-0.00332484,-0.006354271,-0.00995934,-0.004701815,-0.001276161,-0.007966054,-0.007169245,-0.003116886,-0.004936167
1990/6/8,-0.003495769,-0.000197321,-0.005120357,-0.015299541,-0.011225846,-0.007577482,-0.016334544,-0.015985665,-0.011099447,-0.014405394,-0.010451656,-0.012349779,-0.008359505,-0.012294716
1990/6/11,0.000407014,5.69646E-05,0.000707192,0.005264808,0.00394996,0.006677613,0.002566178,0.006445824,0.004830808,0.004099193,0.004570181,0.004190414,0.002357892,0.004937034
1990/6/12,0.010230415,0,0.005784606,0.015810113,0.017720842,0.013290327,0.005093845,0.01991531,0.012236726,0.00947389,0.007588401,0.010789189,0.007703557,0.012741271
1990/6/13,-0.002087981,0.004061494,0.005084682,-0.001199616,-0.006421287,-0.005689916,-0.010078698,-0.002435743,-0.000368618,0.00140065,-0.008256805,-0.002000948,-0.004573337,-0.003659702
1990/6/14,-0.012927999,0.001570938,-0.001774062,-0.003489695,-0.003301324,-0.003958224,-0.016340233,-0.002570365,-0.001106671,-0.003186137,-0.003885581,-0.018405754,-0.003443781,-0.005464288
1990/6/15,-0.003277438,-0.003661163,0.00166876,-0.000140318,-0.000751823,0.004835706,-0.001373815,0.000514602,-0.000246093,-0.002812222,0.002815204,-0.002795701,-0.002092927,5.04987E-05
1990/6/18,0.00172988,-0.000682598,-0.007362935,-0.009766894,-0.010251424,-0.009445092,-0.011868173,-0.008301961,-0.010033648,-0.010139676,-0.007702786,-0.010033493,-0.007916539,-0.009642817
1990/6/19,-0.001829131,-0.000788974,-0.001797042,0.004816691,0.009751715,0.006000018,0.002942621,0.000260926,0.005494519,0.00208225,0.001084746,0.003390761,0.003286861,0.004533993
1990/6/20,-0.001099783,-0.001579818,-0.001176051,-0.00037392,0.001060847,0.005743968,-0.0077253,0.010381614,0.001866252,-0.000260044,-0.000813449,0.007397771,-0.002437604,0.001761935
1990/6/21,0.00146495,0.001579818,0.000962327,0.001128035,0.006792992,0.001100837,0.002675493,0.016008538,0.003102702,0.005834701,-0.000814111,0.000650125,0.002437604,0.003819617
1990/6/22,0.002655328,0.000591789,-0.002496836,-0.013805745,-0.00937129,-0.015299633,-0.012025327,-0.011371745,-0.013222096,-0.020506171,-0.014355295,-0.024895731,-0.007117468,-0.014077169
1990/6/25,0.003920328,-0.001310833,-0.003267073,-0.007494452,-0.002548236,-0.003493614,-0.007360148,-0.004693022,-0.005536078,-0.00259621,-0.004549545,-0.006771569,-0.004821067,-0.004751881
1990/6/26,-0.004271047,0.00167864,-0.001006163,-0.006525054,0.008959137,-0.001237137,-0.001442585,0.004781915,-0.005721203,-0.004916627,-0.001805932,0.003029115,0.001181843,-0.000675939
1990/6/27,-0.002492574,0.002192794,0.001939551,0.008837016,0.012021182,0.008962641,0.007478821,0.022438473,0.006988149,0.009149437,-0.000278125,-0.001120825,0.010892889,0.008725991
1990/6/28,0.010660881,0.002458091,0.006883693,0.009728932,0.011435485,0.003784932,0.006854232,0.019352623,0.003917361,0.006709227,0.006653753,-0.002245426,0.00031859,0.007064625
1990/6/29,0.004744174,0.002745907,0.004249537,0.002483597,-0.000147678,-0.001890675,0.002132349,-0.006326387,0.00251921,0.004317401,0.003998626,0.0014601,0.005400553,0.001279132
1990/7/2,0.003696619,0.000353279,-0.000389395,0.001635626,0.003315915,-0.00109365,0.001473878,0.003795308,0.003186987,0.005550766,0.003722043,0.004389536,-0.001037467,0.002459791
1990/7/3,0.002447896,0.001393728,-0.00039068,0.00256482,0.006002507,-0.002233141,-0.002836881,0.006162208,0.005614137,-0.005055426,0.005318073,-0.002341791,-0.002436313,0.002136155
1990/7/5,-0.006643177,-0.000483941,-0.004182064,-0.010937526,-0.008514458,-0.006990104,-0.010116149,-0.005582221,-0.008406975,-0.005442503,-0.008610971,-0.014354753,-0.008829045,-0.008729713
1990/7/6,-0.006304239,-0.003919844,0.001321287,0.006312545,0.016991767,0.005404201,0.007750864,0.008385793,0.008150004,0.005615424,0.007133089,0.003298644,0.002145463,0.007686039
1990/7/9,-0.000815788,-0.000865157,-0.000185464,0.008458368,0.000586696,6.48235E-05,-8.25553E-05,-0.000638466,0.002733194,0.004866497,-0.001026822,-0.000524745,-0.001983172,0.001809577
1990/7/10,0.002162252,-0.000614787,-0.00234098,-0.006587489,-0.00947598,-0.006759066,-0.01324332,-0.002954939,-0.009490581,-0.006347583,-0.00315436,-0.01812184,-0.009073296,-0.008431322
1990/7/11,0.005611916,0.001425727,0.005513096,0.011606849,0.016416436,0.02368032,0.008656814,0.0200202,0.013954874,0.010214065,0.019587133,-0.006735596,0.005518599,0.013203026
1990/7/12,0.016243695,0.004093795,0.004810219,0.008971314,0.011603884,0.033754358,0.004014342,0.006625333,0.012297253,0.000257235,0.019739238,-0.00034963,0.007311074,0.011580322
1990/7/13,0.00705758,0.002687386,0.003429322,0.004718219,0.001423285,0.005109656,0.005137731,0.005746454,0.010214097,0.002696977,0.003559426,0.00777943,0.000428403,0.00511791
1990/7/16,0.00183551,0.000760153,-0.000142654,0.004027821,0.001394269,0.000245159,0.004910167,0.004667701,0.001813156,0.006186744,0.002879936,0.001134087,-0.001361676,0.002696563
1990/7/17,-0.004813827,0.000682012,-0.006925468,-0.008129817,0.004388766,-0.000424628,0.002959624,-0.001066288,-0.003382463,-0.011870712,-0.001966053,-0.020879046,-0.001826288,-0.003874049
1990/7/18,-0.003016819,-0.002682013,-0.006204445,-0.017441507,-0.00566654,-0.005536641,-0.006352813,-0.007137789,-0.009727703,-0.011104052,-0.007374276,-0.00769098,-0.009290334,-0.008972705
1990/7/19,0.000267115,-9.76634E-05,-0.004930313,-0.000454579,0.000710076,0.023426206,-0.005965927,0.001908398,-0.00171212,-0.008344247,0.0051414,0.008868976,0,0.00303323
1990/7/20,-0.001273628,0.002195123,-0.001618851,-0.014447132,-0.005837562,-0.008589138,-0.011751353,-0.003102998,-0.012811212,-0.02882197,-0.006199321,-0.005311941,-0.004895837,-0.010214182
1990/7/23,0.004857482,0.000449945,-0.013203881,-0.014407738,-0.013175231,-0.005737538,-0.009143842,-0.012628187,-0.010254646,-0.010758147,-0.008697169,-0.006252084,-0.006458691,-0.010088257
