Date,FXE,EWJ,GLD,QQQ,SPY,SHV,DBA,USO,ILF,EPP,FEZ
2018/6/13,113.1699982,57.84403229,123.1900024,172.0046234,263.0589294,105.9222794,18.18667412,107.7600021,27.87940216,42.45617294,37.48346329
2018/6/14,111.1900024,57.78685379,123.3799973,173.7460327,263.721283,105.9414978,17.94314766,108.1600037,27.39286804,42.11616135,37.52037811
2018/6/15,111.4700012,57.48191071,121.3399963,173.1394196,263.3847961,105.951088,17.98211098,104.4000015,27.3745079,42.08932495,37.42504883
2018/6/18,111.5,57.06261063,121.1100006,173.0394287,262.8431396,105.951088,17.80677223,106.3199997,27.20926857,42.12511444,36.94366455
2018/6/19,111.1399994,56.45760727,120.8000031,172.5492401,261.8356934,105.9702759,17.63143158,105.1200027,27.44372749,41.75866699,36.60387039
2018/6/20,111.1500015,56.47681427,120.2600021,173.7747345,262.2823792,105.9606781,17.70936012,106.2399979,27.63054657,41.95920944,36.51891708
2018/6/21,111.4400024,56.26554108,120.0500031,172.2649231,260.6381531,105.999115,17.66065407,106.4800034,27.09811401,41.81335831,36.15080643
2018/6/22,111.9000015,56.54403687,120.3399963,171.8825989,261.1133728,105.999115,17.73858261,112.1600037,27.35965729,42.28737259,36.64162445
2018/6/25,112.2799988,55.77577591,119.8899994,168.010025,257.5588379,106.0087051,17.45609093,110.1600037,27.37833977,41.61281967,36.1602478
2018/6/26,111.7399979,56.10227966,119.2600021,168.6963043,258.1291199,106.0182877,17.42686653,114.1600037,27.43438911,41.78601456,36.05641556
2018/6/27,110.8799973,55.7277565,118.5800018,166.4021759,255.9907074,106.0278931,17.30023384,117.1999969,26.82722473,41.3211174,35.69773483
2018/6/28,110.9700012,55.7949791,118.2200012,167.8335266,257.4543457,106.0182877,17.30997467,118.8799973,27.44372749,41.77689743,35.75437546
2018/6/29,112.0599976,55.6125145,118.6500015,168.2845154,257.8249512,106.0470963,17.56324387,120.4800034,27.63988495,41.94097519,36.17912292
2018/7/2,111.4700012,54.72902298,117.4599991,169.411972,258.3762207,106.0480576,17.20282173,119.6800003,27.31295395,41.40315628,36.00922012
2018/7/3,111.8000031,54.66179276,118.6500015,167.4512024,257.4637756,106.0576859,17.21256256,119.3600006,27.99484253,41.53078079,36.21687698
2018/7/5,112.1800003,54.57536316,119.0500031,169.5296173,259.564209,106.0769196,17.20282173,118.2399979,28.25638962,41.84070587,36.89647293
2018/7/6,112.6800003,54.93068695,118.8600006,172.1668701,261.759613,106.0769196,17.4463501,119.6800003,28.7701416,42.27825546,37.11356354
2018/7/9,112.6800003,55.68934631,119.1500015,173.7158966,264.1166687,106.0769196,17.26126671,120.2399979,28.98498535,42.67023087,37.30234146
2018/7/10,112.6900024,55.47807693,118.9300003,173.8433685,265.0670166,106.0769196,17.16385841,120.5599976,29.12509918,42.59730148,37.36841583
2018/7/11,111.9599991,54.70980835,117.6399994,172.9609985,263.1282043,106.0961456,16.83265877,114.4800034,28.47123337,41.71308517,36.59443283
2018/7/12,111.9899979,54.76742935,118.1299973,175.9414063,265.5137329,106.1057434,16.94955063,115.1200027,28.89157486,42.34206772,36.87759399
2018/7/13,112.0500031,55.27640533,117.6100006,176.0884552,265.7228088,106.1057434,16.91058922,115.7600021,29.08773613,42.2417984,36.98142242
2018/7/16,112.3199997,55.29561615,117.5500031,175.6668854,265.4852295,106.1153641,16.88136482,111.5199966,29.07839203,42.07771683,37.06637573
2018/7/17,111.8700027,55.78537369,116.2799988,176.7355042,266.5591431,106.1153641,16.88136482,111.5999985,29.56412315,41.99567413,37.02862167
2018/7/18,111.6600037,55.69894791,116.3099976,176.4021912,267.1199646,106.125,16.83265877,112.8000031,29.46137428,42.0685997,37.16075897
2018/7/19,111.5999985,55.7085495,115.8099976,175.5198517,266.1124878,106.125,16.87162399,113.0400009,29.11575508,41.82247925,36.95310974
2018/7/20,112.4700012,55.88140488,116.5599976,175.4806213,265.8083191,106.1345978,16.98851776,113.1999969,29.88171387,42.29648972,37.12300873
